"","neighborhood","income_level","year","Fips","num_at_income_level","pct_at_income_level","median_income","rent_level","no_hhs_at_rent_level","pct_hhs_at_rent_level","median_rent","num_hhs_wo_internet","pct_hhs_wo_internet","rent_burden","borough"
"349","Williamsbridge","$20,000 to $74,999",2019,212,4628,0.21784,"60228","$500 to $999",5395,0.17792,1228,9639,0.1915,0.347,"Bronx"
"350","Williamsbridge","$20,000 to $74,999",2019,212,4628,0.21784,"60228","Under $500",3480,0.11477,1228,9639,0.1915,0.347,"Bronx"
"351","Williamsbridge","$75,000 or more",2019,212,1660,0.08673,"60228","$1,000 to $1,499",12958,0.42735,1228,9639,0.1915,0.347,"Bronx"
"352","Williamsbridge","$75,000 or more",2019,212,1660,0.08673,"60228","$1,500 to $1,999",7312,0.24115,1228,9639,0.1915,0.347,"Bronx"
"353","Williamsbridge","$75,000 or more",2019,212,1660,0.08673,"60228","$2,000 or more",1177,0.03882,1228,9639,0.1915,0.347,"Bronx"
"354","Williamsbridge","$75,000 or more",2019,212,1660,0.08673,"60228","$500 to $999",5395,0.17792,1228,9639,0.1915,0.347,"Bronx"
"355","Williamsbridge","$75,000 or more",2019,212,1660,0.08673,"60228","Under $500",3480,0.11477,1228,9639,0.1915,0.347,"Bronx"
"356","Williamsbridge","Less than $20,000",2019,212,3351,0.33682,"60228","$1,000 to $1,499",12958,0.42735,1228,9639,0.1915,0.347,"Bronx"
"357","Williamsbridge","Less than $20,000",2019,212,3351,0.33682,"60228","$1,500 to $1,999",7312,0.24115,1228,9639,0.1915,0.347,"Bronx"
"358","Williamsbridge","Less than $20,000",2019,212,3351,0.33682,"60228","$2,000 or more",1177,0.03882,1228,9639,0.1915,0.347,"Bronx"
"359","Williamsbridge","Less than $20,000",2019,212,3351,0.33682,"60228","$500 to $999",5395,0.17792,1228,9639,0.1915,0.347,"Bronx"
"360","Williamsbridge","Less than $20,000",2019,212,3351,0.33682,"60228","Under $500",3480,0.11477,1228,9639,0.1915,0.347,"Bronx"
"361","Williamsburg/Greenpoint","$20,000 to $74,999",2019,301,3912,0.23463,"98284","$1,000 to $1,499",7930,0.14637,1914,10559,0.16367,0.251,"Brooklyn"
"362","Williamsburg/Greenpoint","$20,000 to $74,999",2019,301,3912,0.23463,"98284","$1,500 to $1,999",8188,0.15113,1914,10559,0.16367,0.251,"Brooklyn"
"363","Williamsburg/Greenpoint","$20,000 to $74,999",2019,301,3912,0.23463,"98284","$2,000 or more",23445,0.43274,1914,10559,0.16367,0.251,"Brooklyn"
"364","Williamsburg/Greenpoint","$20,000 to $74,999",2019,301,3912,0.23463,"98284","$500 to $999",9056,0.16715,1914,10559,0.16367,0.251,"Brooklyn"
"365","Williamsburg/Greenpoint","$20,000 to $74,999",2019,301,3912,0.23463,"98284","Under $500",5559,0.10261,1914,10559,0.16367,0.251,"Brooklyn"
"366","Williamsburg/Greenpoint","$75,000 or more",2019,301,2510,0.06544,"98284","$1,000 to $1,499",7930,0.14637,1914,10559,0.16367,0.251,"Brooklyn"
"367","Williamsburg/Greenpoint","$75,000 or more",2019,301,2510,0.06544,"98284","$1,500 to $1,999",8188,0.15113,1914,10559,0.16367,0.251,"Brooklyn"
"368","Williamsburg/Greenpoint","$75,000 or more",2019,301,2510,0.06544,"98284","$2,000 or more",23445,0.43274,1914,10559,0.16367,0.251,"Brooklyn"
"369","Williamsburg/Greenpoint","$75,000 or more",2019,301,2510,0.06544,"98284","$500 to $999",9056,0.16715,1914,10559,0.16367,0.251,"Brooklyn"
"370","Williamsburg/Greenpoint","$75,000 or more",2019,301,2510,0.06544,"98284","Under $500",5559,0.10261,1914,10559,0.16367,0.251,"Brooklyn"
"371","Williamsburg/Greenpoint","Less than $20,000",2019,301,4137,0.43612,"98284","$1,000 to $1,499",7930,0.14637,1914,10559,0.16367,0.251,"Brooklyn"
"372","Williamsburg/Greenpoint","Less than $20,000",2019,301,4137,0.43612,"98284","$1,500 to $1,999",8188,0.15113,1914,10559,0.16367,0.251,"Brooklyn"
"373","Williamsburg/Greenpoint","Less than $20,000",2019,301,4137,0.43612,"98284","$2,000 or more",23445,0.43274,1914,10559,0.16367,0.251,"Brooklyn"
"374","Williamsburg/Greenpoint","Less than $20,000",2019,301,4137,0.43612,"98284","$500 to $999",9056,0.16715,1914,10559,0.16367,0.251,"Brooklyn"
"375","Williamsburg/Greenpoint","Less than $20,000",2019,301,4137,0.43612,"98284","Under $500",5559,0.10261,1914,10559,0.16367,0.251,"Brooklyn"
"376","Fort Greene/Brooklyn Hts","$20,000 to $74,999",2019,302,2210,0.15786,"111546","$1,000 to $1,499",4689,0.11175,2157,6326,0.1042,0.259,"Brooklyn"
"377","Fort Greene/Brooklyn Hts","$20,000 to $74,999",2019,302,2210,0.15786,"111546","$1,500 to $1,999",4874,0.11616,2157,6326,0.1042,0.259,"Brooklyn"
"378","Fort Greene/Brooklyn Hts","$20,000 to $74,999",2019,302,2210,0.15786,"111546","$2,000 or more",20098,0.47897,2157,6326,0.1042,0.259,"Brooklyn"
"379","Fort Greene/Brooklyn Hts","$20,000 to $74,999",2019,302,2210,0.15786,"111546","$500 to $999",6825,0.16265,2157,6326,0.1042,0.259,"Brooklyn"
"380","Fort Greene/Brooklyn Hts","$20,000 to $74,999",2019,302,2210,0.15786,"111546","Under $500",5475,0.13048,2157,6326,0.1042,0.259,"Brooklyn"
"381","Fort Greene/Brooklyn Hts","$75,000 or more",2019,302,528,0.01423,"111546","$1,000 to $1,499",4689,0.11175,2157,6326,0.1042,0.259,"Brooklyn"
"382","Fort Greene/Brooklyn Hts","$75,000 or more",2019,302,528,0.01423,"111546","$1,500 to $1,999",4874,0.11616,2157,6326,0.1042,0.259,"Brooklyn"
"383","Fort Greene/Brooklyn Hts","$75,000 or more",2019,302,528,0.01423,"111546","$2,000 or more",20098,0.47897,2157,6326,0.1042,0.259,"Brooklyn"
"384","Fort Greene/Brooklyn Hts","$75,000 or more",2019,302,528,0.01423,"111546","$500 to $999",6825,0.16265,2157,6326,0.1042,0.259,"Brooklyn"
"385","Fort Greene/Brooklyn Hts","$75,000 or more",2019,302,528,0.01423,"111546","Under $500",5475,0.13048,2157,6326,0.1042,0.259,"Brooklyn"
"386","Fort Greene/Brooklyn Hts","Less than $20,000",2019,302,3588,0.37336,"111546","$1,000 to $1,499",4689,0.11175,2157,6326,0.1042,0.259,"Brooklyn"
"387","Fort Greene/Brooklyn Hts","Less than $20,000",2019,302,3588,0.37336,"111546","$1,500 to $1,999",4874,0.11616,2157,6326,0.1042,0.259,"Brooklyn"
"388","Fort Greene/Brooklyn Hts","Less than $20,000",2019,302,3588,0.37336,"111546","$2,000 or more",20098,0.47897,2157,6326,0.1042,0.259,"Brooklyn"
"389","Fort Greene/Brooklyn Hts","Less than $20,000",2019,302,3588,0.37336,"111546","$500 to $999",6825,0.16265,2157,6326,0.1042,0.259,"Brooklyn"
"390","Fort Greene/Brooklyn Hts","Less than $20,000",2019,302,3588,0.37336,"111546","Under $500",5475,0.13048,2157,6326,0.1042,0.259,"Brooklyn"
"391","Bedford Stuyvesant","$20,000 to $74,999",2019,303,5136,0.2343,"61186","$1,000 to $1,499",8864,0.21465,1338,11557,0.20577,0.29,"Brooklyn"
"392","Bedford Stuyvesant","$20,000 to $74,999",2019,303,5136,0.2343,"61186","$1,500 to $1,999",7259,0.17578,1338,11557,0.20577,0.29,"Brooklyn"
"393","Bedford Stuyvesant","$20,000 to $74,999",2019,303,5136,0.2343,"61186","$2,000 or more",9171,0.22208,1338,11557,0.20577,0.29,"Brooklyn"
"394","Bedford Stuyvesant","$20,000 to $74,999",2019,303,5136,0.2343,"61186","$500 to $999",8506,0.20598,1338,11557,0.20577,0.29,"Brooklyn"
"395","Bedford Stuyvesant","$20,000 to $74,999",2019,303,5136,0.2343,"61186","Under $500",7495,0.1815,1338,11557,0.20577,0.29,"Brooklyn"
"396","Bedford Stuyvesant","$75,000 or more",2019,303,2223,0.09653,"61186","$1,000 to $1,499",8864,0.21465,1338,11557,0.20577,0.29,"Brooklyn"
"397","Bedford Stuyvesant","$75,000 or more",2019,303,2223,0.09653,"61186","$1,500 to $1,999",7259,0.17578,1338,11557,0.20577,0.29,"Brooklyn"
"398","Bedford Stuyvesant","$75,000 or more",2019,303,2223,0.09653,"61186","$2,000 or more",9171,0.22208,1338,11557,0.20577,0.29,"Brooklyn"
"399","Bedford Stuyvesant","$75,000 or more",2019,303,2223,0.09653,"61186","$500 to $999",8506,0.20598,1338,11557,0.20577,0.29,"Brooklyn"
"400","Bedford Stuyvesant","$75,000 or more",2019,303,2223,0.09653,"61186","Under $500",7495,0.1815,1338,11557,0.20577,0.29,"Brooklyn"
"401","Bedford Stuyvesant","Less than $20,000",2019,303,4198,0.37439,"61186","$1,000 to $1,499",8864,0.21465,1338,11557,0.20577,0.29,"Brooklyn"
"402","Bedford Stuyvesant","Less than $20,000",2019,303,4198,0.37439,"61186","$1,500 to $1,999",7259,0.17578,1338,11557,0.20577,0.29,"Brooklyn"
"403","Bedford Stuyvesant","Less than $20,000",2019,303,4198,0.37439,"61186","$2,000 or more",9171,0.22208,1338,11557,0.20577,0.29,"Brooklyn"
"404","Bedford Stuyvesant","Less than $20,000",2019,303,4198,0.37439,"61186","$500 to $999",8506,0.20598,1338,11557,0.20577,0.29,"Brooklyn"
"405","Bedford Stuyvesant","Less than $20,000",2019,303,4198,0.37439,"61186","Under $500",7495,0.1815,1338,11557,0.20577,0.29,"Brooklyn"
"406","Bushwick","$20,000 to $74,999",2019,304,2991,0.16078,"66275","$1,000 to $1,499",9863,0.24611,1591,7207,0.14717,0.331,"Brooklyn"
"407","Bushwick","$20,000 to $74,999",2019,304,2991,0.16078,"66275","$1,500 to $1,999",7790,0.19439,1591,7207,0.14717,0.331,"Brooklyn"
"408","Bushwick","$20,000 to $74,999",2019,304,2991,0.16078,"66275","$2,000 or more",9753,0.24337,1591,7207,0.14717,0.331,"Brooklyn"
"409","Bushwick","$20,000 to $74,999",2019,304,2991,0.16078,"66275","$500 to $999",7199,0.17964,1591,7207,0.14717,0.331,"Brooklyn"
"410","Bushwick","$20,000 to $74,999",2019,304,2991,0.16078,"66275","Under $500",5470,0.13649,1591,7207,0.14717,0.331,"Brooklyn"
"411","Bushwick","$75,000 or more",2019,304,1155,0.05396,"66275","$1,000 to $1,499",9863,0.24611,1591,7207,0.14717,0.331,"Brooklyn"
"412","Bushwick","$75,000 or more",2019,304,1155,0.05396,"66275","$1,500 to $1,999",7790,0.19439,1591,7207,0.14717,0.331,"Brooklyn"
"413","Bushwick","$75,000 or more",2019,304,1155,0.05396,"66275","$2,000 or more",9753,0.24337,1591,7207,0.14717,0.331,"Brooklyn"
"414","Bushwick","$75,000 or more",2019,304,1155,0.05396,"66275","$500 to $999",7199,0.17964,1591,7207,0.14717,0.331,"Brooklyn"
"415","Bushwick","$75,000 or more",2019,304,1155,0.05396,"66275","Under $500",5470,0.13649,1591,7207,0.14717,0.331,"Brooklyn"
"416","Bushwick","Less than $20,000",2019,304,3061,0.34152,"66275","$1,000 to $1,499",9863,0.24611,1591,7207,0.14717,0.331,"Brooklyn"
"417","Bushwick","Less than $20,000",2019,304,3061,0.34152,"66275","$1,500 to $1,999",7790,0.19439,1591,7207,0.14717,0.331,"Brooklyn"
"418","Bushwick","Less than $20,000",2019,304,3061,0.34152,"66275","$2,000 or more",9753,0.24337,1591,7207,0.14717,0.331,"Brooklyn"
"419","Bushwick","Less than $20,000",2019,304,3061,0.34152,"66275","$500 to $999",7199,0.17964,1591,7207,0.14717,0.331,"Brooklyn"
"420","Bushwick","Less than $20,000",2019,304,3061,0.34152,"66275","Under $500",5470,0.13649,1591,7207,0.14717,0.331,"Brooklyn"
"421","East New York","$20,000 to $74,999",2019,305,4124,0.13893,"45991","$1,000 to $1,499",13940,0.33133,1131,9623,0.15288,0.341,"Brooklyn"
"422","East New York","$20,000 to $74,999",2019,305,4124,0.13893,"45991","$1,500 to $1,999",8663,0.2059,1131,9623,0.15288,0.341,"Brooklyn"
"423","East New York","$20,000 to $74,999",2019,305,4124,0.13893,"45991","$2,000 or more",1925,0.04575,1131,9623,0.15288,0.341,"Brooklyn"
"424","East New York","$20,000 to $74,999",2019,305,4124,0.13893,"45991","$500 to $999",9159,0.21769,1131,9623,0.15288,0.341,"Brooklyn"
"425","East New York","$20,000 to $74,999",2019,305,4124,0.13893,"45991","Under $500",8386,0.19932,1131,9623,0.15288,0.341,"Brooklyn"
"426","East New York","$75,000 or more",2019,305,1386,0.0761,"45991","$1,000 to $1,499",13940,0.33133,1131,9623,0.15288,0.341,"Brooklyn"
"427","East New York","$75,000 or more",2019,305,1386,0.0761,"45991","$1,500 to $1,999",8663,0.2059,1131,9623,0.15288,0.341,"Brooklyn"
"428","East New York","$75,000 or more",2019,305,1386,0.0761,"45991","$2,000 or more",1925,0.04575,1131,9623,0.15288,0.341,"Brooklyn"
"429","East New York","$75,000 or more",2019,305,1386,0.0761,"45991","$500 to $999",9159,0.21769,1131,9623,0.15288,0.341,"Brooklyn"
"430","East New York","$75,000 or more",2019,305,1386,0.0761,"45991","Under $500",8386,0.19932,1131,9623,0.15288,0.341,"Brooklyn"
"431","East New York","Less than $20,000",2019,305,4113,0.27336,"45991","$1,000 to $1,499",13940,0.33133,1131,9623,0.15288,0.341,"Brooklyn"
"432","East New York","Less than $20,000",2019,305,4113,0.27336,"45991","$1,500 to $1,999",8663,0.2059,1131,9623,0.15288,0.341,"Brooklyn"
"433","East New York","Less than $20,000",2019,305,4113,0.27336,"45991","$2,000 or more",1925,0.04575,1131,9623,0.15288,0.341,"Brooklyn"
"434","East New York","Less than $20,000",2019,305,4113,0.27336,"45991","$500 to $999",9159,0.21769,1131,9623,0.15288,0.341,"Brooklyn"
"435","East New York","Less than $20,000",2019,305,4113,0.27336,"45991","Under $500",8386,0.19932,1131,9623,0.15288,0.341,"Brooklyn"
"436","Park Slope","$20,000 to $74,999",2019,306,729,0.10209,"155250","$1,000 to $1,499",3402,0.11519,2247,3207,0.06855,0.231,"Brooklyn"
"437","Park Slope","$20,000 to $74,999",2019,306,729,0.10209,"155250","$1,500 to $1,999",4461,0.15105,2247,3207,0.06855,0.231,"Brooklyn"
"438","Park Slope","$20,000 to $74,999",2019,306,729,0.10209,"155250","$2,000 or more",16256,0.55044,2247,3207,0.06855,0.231,"Brooklyn"
"439","Park Slope","$20,000 to $74,999",2019,306,729,0.10209,"155250","$500 to $999",2639,0.08936,2247,3207,0.06855,0.231,"Brooklyn"
"440","Park Slope","$20,000 to $74,999",2019,306,729,0.10209,"155250","Under $500",2775,0.09396,2247,3207,0.06855,0.231,"Brooklyn"
"441","Park Slope","$75,000 or more",2019,306,817,0.02283,"155250","$1,000 to $1,499",3402,0.11519,2247,3207,0.06855,0.231,"Brooklyn"
"442","Park Slope","$75,000 or more",2019,306,817,0.02283,"155250","$1,500 to $1,999",4461,0.15105,2247,3207,0.06855,0.231,"Brooklyn"
"443","Park Slope","$75,000 or more",2019,306,817,0.02283,"155250","$2,000 or more",16256,0.55044,2247,3207,0.06855,0.231,"Brooklyn"
"444","Park Slope","$75,000 or more",2019,306,817,0.02283,"155250","$500 to $999",2639,0.08936,2247,3207,0.06855,0.231,"Brooklyn"
"445","Park Slope","$75,000 or more",2019,306,817,0.02283,"155250","Under $500",2775,0.09396,2247,3207,0.06855,0.231,"Brooklyn"
"446","Park Slope","Less than $20,000",2019,306,1661,0.4312,"155250","$1,000 to $1,499",3402,0.11519,2247,3207,0.06855,0.231,"Brooklyn"
"447","Park Slope","Less than $20,000",2019,306,1661,0.4312,"155250","$1,500 to $1,999",4461,0.15105,2247,3207,0.06855,0.231,"Brooklyn"
"448","Park Slope","Less than $20,000",2019,306,1661,0.4312,"155250","$2,000 or more",16256,0.55044,2247,3207,0.06855,0.231,"Brooklyn"
"449","Park Slope","Less than $20,000",2019,306,1661,0.4312,"155250","$500 to $999",2639,0.08936,2247,3207,0.06855,0.231,"Brooklyn"
"450","Park Slope","Less than $20,000",2019,306,1661,0.4312,"155250","Under $500",2775,0.09396,2247,3207,0.06855,0.231,"Brooklyn"
"451","Sunset Park","$20,000 to $74,999",2019,307,3466,0.21098,"67871","$1,000 to $1,499",10426,0.33759,1431,7344,0.17089,0.294,"Brooklyn"
"452","Sunset Park","$20,000 to $74,999",2019,307,3466,0.21098,"67871","$1,500 to $1,999",8153,0.26399,1431,7344,0.17089,0.294,"Brooklyn"
"453","Sunset Park","$20,000 to $74,999",2019,307,3466,0.21098,"67871","$2,000 or more",4606,0.14914,1431,7344,0.17089,0.294,"Brooklyn"
"454","Sunset Park","$20,000 to $74,999",2019,307,3466,0.21098,"67871","$500 to $999",5417,0.1754,1431,7344,0.17089,0.294,"Brooklyn"
"455","Sunset Park","$20,000 to $74,999",2019,307,3466,0.21098,"67871","Under $500",2282,0.07389,1431,7344,0.17089,0.294,"Brooklyn"
"456","Sunset Park","$75,000 or more",2019,307,1320,0.06599,"67871","$1,000 to $1,499",10426,0.33759,1431,7344,0.17089,0.294,"Brooklyn"
"457","Sunset Park","$75,000 or more",2019,307,1320,0.06599,"67871","$1,500 to $1,999",8153,0.26399,1431,7344,0.17089,0.294,"Brooklyn"
"458","Sunset Park","$75,000 or more",2019,307,1320,0.06599,"67871","$2,000 or more",4606,0.14914,1431,7344,0.17089,0.294,"Brooklyn"
"459","Sunset Park","$75,000 or more",2019,307,1320,0.06599,"67871","$500 to $999",5417,0.1754,1431,7344,0.17089,0.294,"Brooklyn"
"460","Sunset Park","$75,000 or more",2019,307,1320,0.06599,"67871","Under $500",2282,0.07389,1431,7344,0.17089,0.294,"Brooklyn"
"461","Sunset Park","Less than $20,000",2019,307,2558,0.39095,"67871","$1,000 to $1,499",10426,0.33759,1431,7344,0.17089,0.294,"Brooklyn"
"462","Sunset Park","Less than $20,000",2019,307,2558,0.39095,"67871","$1,500 to $1,999",8153,0.26399,1431,7344,0.17089,0.294,"Brooklyn"
"463","Sunset Park","Less than $20,000",2019,307,2558,0.39095,"67871","$2,000 or more",4606,0.14914,1431,7344,0.17089,0.294,"Brooklyn"
"464","Sunset Park","Less than $20,000",2019,307,2558,0.39095,"67871","$500 to $999",5417,0.1754,1431,7344,0.17089,0.294,"Brooklyn"
"465","Sunset Park","Less than $20,000",2019,307,2558,0.39095,"67871","Under $500",2282,0.07389,1431,7344,0.17089,0.294,"Brooklyn"
"466","Crown Heights North","$20,000 to $74,999",2019,308,3993,0.20636,"74429","$1,000 to $1,499",11207,0.2544,1434,7969,0.14376,0.277,"Brooklyn"
"467","Crown Heights North","$20,000 to $74,999",2019,308,3993,0.20636,"74429","$1,500 to $1,999",8106,0.18401,1434,7969,0.14376,0.277,"Brooklyn"
"468","Crown Heights North","$20,000 to $74,999",2019,308,3993,0.20636,"74429","$2,000 or more",8817,0.20015,1434,7969,0.14376,0.277,"Brooklyn"
"469","Crown Heights North","$20,000 to $74,999",2019,308,3993,0.20636,"74429","$500 to $999",9969,0.2263,1434,7969,0.14376,0.277,"Brooklyn"
"470","Crown Heights North","$20,000 to $74,999",2019,308,3993,0.20636,"74429","Under $500",5953,0.13514,1434,7969,0.14376,0.277,"Brooklyn"
"471","Crown Heights North","$75,000 or more",2019,308,566,0.02055,"74429","$1,000 to $1,499",11207,0.2544,1434,7969,0.14376,0.277,"Brooklyn"
"472","Crown Heights North","$75,000 or more",2019,308,566,0.02055,"74429","$1,500 to $1,999",8106,0.18401,1434,7969,0.14376,0.277,"Brooklyn"
"473","Crown Heights North","$75,000 or more",2019,308,566,0.02055,"74429","$2,000 or more",8817,0.20015,1434,7969,0.14376,0.277,"Brooklyn"
"474","Crown Heights North","$75,000 or more",2019,308,566,0.02055,"74429","$500 to $999",9969,0.2263,1434,7969,0.14376,0.277,"Brooklyn"
"475","Crown Heights North","$75,000 or more",2019,308,566,0.02055,"74429","Under $500",5953,0.13514,1434,7969,0.14376,0.277,"Brooklyn"
"476","Crown Heights North","Less than $20,000",2019,308,3410,0.39934,"74429","$1,000 to $1,499",11207,0.2544,1434,7969,0.14376,0.277,"Brooklyn"
"477","Crown Heights North","Less than $20,000",2019,308,3410,0.39934,"74429","$1,500 to $1,999",8106,0.18401,1434,7969,0.14376,0.277,"Brooklyn"
"478","Crown Heights North","Less than $20,000",2019,308,3410,0.39934,"74429","$2,000 or more",8817,0.20015,1434,7969,0.14376,0.277,"Brooklyn"
"479","Crown Heights North","Less than $20,000",2019,308,3410,0.39934,"74429","$500 to $999",9969,0.2263,1434,7969,0.14376,0.277,"Brooklyn"
"480","Crown Heights North","Less than $20,000",2019,308,3410,0.39934,"74429","Under $500",5953,0.13514,1434,7969,0.14376,0.277,"Brooklyn"
"481","Crown Heights South","$20,000 to $74,999",2019,309,2887,0.16595,"66701","$1,000 to $1,499",14060,0.40146,1315,5882,0.13115,0.298,"Brooklyn"
"482","Crown Heights South","$20,000 to $74,999",2019,309,2887,0.16595,"66701","$1,500 to $1,999",7603,0.21709,1315,5882,0.13115,0.298,"Brooklyn"
"483","Crown Heights South","$20,000 to $74,999",2019,309,2887,0.16595,"66701","$2,000 or more",3895,0.11122,1315,5882,0.13115,0.298,"Brooklyn"
"484","Crown Heights South","$20,000 to $74,999",2019,309,2887,0.16595,"66701","$500 to $999",7316,0.2089,1315,5882,0.13115,0.298,"Brooklyn"
"485","Crown Heights South","$20,000 to $74,999",2019,309,2887,0.16595,"66701","Under $500",2148,0.06133,1315,5882,0.13115,0.298,"Brooklyn"
"486","Crown Heights South","$75,000 or more",2019,309,545,0.02817,"66701","$1,000 to $1,499",14060,0.40146,1315,5882,0.13115,0.298,"Brooklyn"
"487","Crown Heights South","$75,000 or more",2019,309,545,0.02817,"66701","$1,500 to $1,999",7603,0.21709,1315,5882,0.13115,0.298,"Brooklyn"
"488","Crown Heights South","$75,000 or more",2019,309,545,0.02817,"66701","$2,000 or more",3895,0.11122,1315,5882,0.13115,0.298,"Brooklyn"
"489","Crown Heights South","$75,000 or more",2019,309,545,0.02817,"66701","$500 to $999",7316,0.2089,1315,5882,0.13115,0.298,"Brooklyn"
"490","Crown Heights South","$75,000 or more",2019,309,545,0.02817,"66701","Under $500",2148,0.06133,1315,5882,0.13115,0.298,"Brooklyn"
"491","Crown Heights South","Less than $20,000",2019,309,2450,0.30239,"66701","$1,000 to $1,499",14060,0.40146,1315,5882,0.13115,0.298,"Brooklyn"
"492","Crown Heights South","Less than $20,000",2019,309,2450,0.30239,"66701","$1,500 to $1,999",7603,0.21709,1315,5882,0.13115,0.298,"Brooklyn"
"493","Crown Heights South","Less than $20,000",2019,309,2450,0.30239,"66701","$2,000 or more",3895,0.11122,1315,5882,0.13115,0.298,"Brooklyn"
"494","Crown Heights South","Less than $20,000",2019,309,2450,0.30239,"66701","$500 to $999",7316,0.2089,1315,5882,0.13115,0.298,"Brooklyn"
"495","Crown Heights South","Less than $20,000",2019,309,2450,0.30239,"66701","Under $500",2148,0.06133,1315,5882,0.13115,0.298,"Brooklyn"
"496","Bay Ridge","$20,000 to $74,999",2019,310,2247,0.1314,"76569","$1,000 to $1,499",11587,0.432,1559,5248,0.10721,0.277,"Brooklyn"
"497","Bay Ridge","$20,000 to $74,999",2019,310,2247,0.1314,"76569","$1,500 to $1,999",8196,0.30557,1559,5248,0.10721,0.277,"Brooklyn"
"498","Bay Ridge","$20,000 to $74,999",2019,310,2247,0.1314,"76569","$2,000 or more",3052,0.11379,1559,5248,0.10721,0.277,"Brooklyn"
"499","Bay Ridge","$20,000 to $74,999",2019,310,2247,0.1314,"76569","$500 to $999",2870,0.107,1559,5248,0.10721,0.277,"Brooklyn"
"500","Bay Ridge","$20,000 to $74,999",2019,310,2247,0.1314,"76569","Under $500",1117,0.04164,1559,5248,0.10721,0.277,"Brooklyn"
"501","Bay Ridge","$75,000 or more",2019,310,798,0.0318,"76569","$1,000 to $1,499",11587,0.432,1559,5248,0.10721,0.277,"Brooklyn"
"502","Bay Ridge","$75,000 or more",2019,310,798,0.0318,"76569","$1,500 to $1,999",8196,0.30557,1559,5248,0.10721,0.277,"Brooklyn"
"503","Bay Ridge","$75,000 or more",2019,310,798,0.0318,"76569","$2,000 or more",3052,0.11379,1559,5248,0.10721,0.277,"Brooklyn"
"504","Bay Ridge","$75,000 or more",2019,310,798,0.0318,"76569","$500 to $999",2870,0.107,1559,5248,0.10721,0.277,"Brooklyn"
"505","Bay Ridge","$75,000 or more",2019,310,798,0.0318,"76569","Under $500",1117,0.04164,1559,5248,0.10721,0.277,"Brooklyn"
"506","Bay Ridge","Less than $20,000",2019,310,2203,0.32618,"76569","$1,000 to $1,499",11587,0.432,1559,5248,0.10721,0.277,"Brooklyn"
"507","Bay Ridge","Less than $20,000",2019,310,2203,0.32618,"76569","$1,500 to $1,999",8196,0.30557,1559,5248,0.10721,0.277,"Brooklyn"
"508","Bay Ridge","Less than $20,000",2019,310,2203,0.32618,"76569","$2,000 or more",3052,0.11379,1559,5248,0.10721,0.277,"Brooklyn"
"509","Bay Ridge","Less than $20,000",2019,310,2203,0.32618,"76569","$500 to $999",2870,0.107,1559,5248,0.10721,0.277,"Brooklyn"
"510","Bay Ridge","Less than $20,000",2019,310,2203,0.32618,"76569","Under $500",1117,0.04164,1559,5248,0.10721,0.277,"Brooklyn"
"511","Bensonhurst","$20,000 to $74,999",2019,311,3209,0.11808,"57139","$1,000 to $1,499",19141,0.49199,1359,8272,0.12582,0.333,"Brooklyn"
"512","Bensonhurst","$20,000 to $74,999",2019,311,3209,0.11808,"57139","$1,500 to $1,999",9664,0.2484,1359,8272,0.12582,0.333,"Brooklyn"
"513","Bensonhurst","$20,000 to $74,999",2019,311,3209,0.11808,"57139","$2,000 or more",1969,0.05061,1359,8272,0.12582,0.333,"Brooklyn"
"514","Bensonhurst","$20,000 to $74,999",2019,311,3209,0.11808,"57139","$500 to $999",5803,0.14916,1359,8272,0.12582,0.333,"Brooklyn"
"515","Bensonhurst","$20,000 to $74,999",2019,311,3209,0.11808,"57139","Under $500",2328,0.05984,1359,8272,0.12582,0.333,"Brooklyn"
"516","Bensonhurst","$75,000 or more",2019,311,985,0.03667,"57139","$1,000 to $1,499",19141,0.49199,1359,8272,0.12582,0.333,"Brooklyn"
"517","Bensonhurst","$75,000 or more",2019,311,985,0.03667,"57139","$1,500 to $1,999",9664,0.2484,1359,8272,0.12582,0.333,"Brooklyn"
"518","Bensonhurst","$75,000 or more",2019,311,985,0.03667,"57139","$2,000 or more",1969,0.05061,1359,8272,0.12582,0.333,"Brooklyn"
"519","Bensonhurst","$75,000 or more",2019,311,985,0.03667,"57139","$500 to $999",5803,0.14916,1359,8272,0.12582,0.333,"Brooklyn"
"520","Bensonhurst","$75,000 or more",2019,311,985,0.03667,"57139","Under $500",2328,0.05984,1359,8272,0.12582,0.333,"Brooklyn"
"521","Bensonhurst","Less than $20,000",2019,311,4078,0.34828,"57139","$1,000 to $1,499",19141,0.49199,1359,8272,0.12582,0.333,"Brooklyn"
"522","Bensonhurst","Less than $20,000",2019,311,4078,0.34828,"57139","$1,500 to $1,999",9664,0.2484,1359,8272,0.12582,0.333,"Brooklyn"
"523","Bensonhurst","Less than $20,000",2019,311,4078,0.34828,"57139","$2,000 or more",1969,0.05061,1359,8272,0.12582,0.333,"Brooklyn"
"524","Bensonhurst","Less than $20,000",2019,311,4078,0.34828,"57139","$500 to $999",5803,0.14916,1359,8272,0.12582,0.333,"Brooklyn"
"525","Bensonhurst","Less than $20,000",2019,311,4078,0.34828,"57139","Under $500",2328,0.05984,1359,8272,0.12582,0.333,"Brooklyn"
"526","Borough Park","$20,000 to $74,999",2019,312,8199,0.40359,"55071","$1,000 to $1,499",10894,0.39356,1473,14595,0.334,0.405,"Brooklyn"
