"","neighborhood","income_level","year","Fips","num_at_income_level","pct_at_income_level","median_income","rent_level","no_hhs_at_rent_level","pct_hhs_at_rent_level","median_rent","num_hhs_wo_internet","pct_hhs_wo_internet","rent_burden","borough"
"169","Washington Heights","$20,000 to $74,999",2019,112,3819,0.12479,"53507","$500 to $999",15723,0.23321,1216,12698,0.16623,0.301,"Manhattan"
"170","Washington Heights","$20,000 to $74,999",2019,112,3819,0.12479,"53507","Under $500",8121,0.12045,1216,12698,0.16623,0.301,"Manhattan"
"171","Washington Heights","$75,000 or more",2019,112,664,0.02357,"53507","$1,000 to $1,499",20655,0.30636,1216,12698,0.16623,0.301,"Manhattan"
"172","Washington Heights","$75,000 or more",2019,112,664,0.02357,"53507","$1,500 to $1,999",14534,0.21557,1216,12698,0.16623,0.301,"Manhattan"
"173","Washington Heights","$75,000 or more",2019,112,664,0.02357,"53507","$2,000 or more",8387,0.1244,1216,12698,0.16623,0.301,"Manhattan"
"174","Washington Heights","$75,000 or more",2019,112,664,0.02357,"53507","$500 to $999",15723,0.23321,1216,12698,0.16623,0.301,"Manhattan"
"175","Washington Heights","$75,000 or more",2019,112,664,0.02357,"53507","Under $500",8121,0.12045,1216,12698,0.16623,0.301,"Manhattan"
"176","Washington Heights","Less than $20,000",2019,112,8215,0.46631,"53507","$1,000 to $1,499",20655,0.30636,1216,12698,0.16623,0.301,"Manhattan"
"177","Washington Heights","Less than $20,000",2019,112,8215,0.46631,"53507","$1,500 to $1,999",14534,0.21557,1216,12698,0.16623,0.301,"Manhattan"
"178","Washington Heights","Less than $20,000",2019,112,8215,0.46631,"53507","$2,000 or more",8387,0.1244,1216,12698,0.16623,0.301,"Manhattan"
"179","Washington Heights","Less than $20,000",2019,112,8215,0.46631,"53507","$500 to $999",15723,0.23321,1216,12698,0.16623,0.301,"Manhattan"
"180","Washington Heights","Less than $20,000",2019,112,8215,0.46631,"53507","Under $500",8121,0.12045,1216,12698,0.16623,0.301,"Manhattan"
"181","Mott Haven","$20,000 to $74,999",2019,201,1708.45153,0.13051,"25074","$1,000 to $1,499",8451.23358,0.28164,852,7964.92324,0.2303,0.359,"Bronx"
"182","Mott Haven","$20,000 to $74,999",2019,201,1708.45153,0.13051,"25074","$1,500 to $1,999",2873.94137,0.09577,852,7964.92324,0.2303,0.359,"Bronx"
"183","Mott Haven","$20,000 to $74,999",2019,201,1708.45153,0.13051,"25074","$2,000 or more",828.12796,0.0276,852,7964.92324,0.2303,0.359,"Bronx"
"184","Mott Haven","$20,000 to $74,999",2019,201,1708.45153,0.13051,"25074","$500 to $999",8280.00651,0.27593,852,7964.92324,0.2303,0.359,"Bronx"
"185","Mott Haven","$20,000 to $74,999",2019,201,1708.45153,0.13051,"25074","Under $500",9574.07579,0.31906,852,7964.92324,0.2303,0.359,"Bronx"
"186","Mott Haven","$75,000 or more",2019,201,392.10363,0.06429,"25074","$1,000 to $1,499",8451.23358,0.28164,852,7964.92324,0.2303,0.359,"Bronx"
"187","Mott Haven","$75,000 or more",2019,201,392.10363,0.06429,"25074","$1,500 to $1,999",2873.94137,0.09577,852,7964.92324,0.2303,0.359,"Bronx"
"188","Mott Haven","$75,000 or more",2019,201,392.10363,0.06429,"25074","$2,000 or more",828.12796,0.0276,852,7964.92324,0.2303,0.359,"Bronx"
"189","Mott Haven","$75,000 or more",2019,201,392.10363,0.06429,"25074","$500 to $999",8280.00651,0.27593,852,7964.92324,0.2303,0.359,"Bronx"
"190","Mott Haven","$75,000 or more",2019,201,392.10363,0.06429,"25074","Under $500",9574.07579,0.31906,852,7964.92324,0.2303,0.359,"Bronx"
"191","Mott Haven","Less than $20,000",2019,201,5864.36808,0.38091,"25074","$1,000 to $1,499",8451.23358,0.28164,852,7964.92324,0.2303,0.359,"Bronx"
"192","Mott Haven","Less than $20,000",2019,201,5864.36808,0.38091,"25074","$1,500 to $1,999",2873.94137,0.09577,852,7964.92324,0.2303,0.359,"Bronx"
"193","Mott Haven","Less than $20,000",2019,201,5864.36808,0.38091,"25074","$2,000 or more",828.12796,0.0276,852,7964.92324,0.2303,0.359,"Bronx"
"194","Mott Haven","Less than $20,000",2019,201,5864.36808,0.38091,"25074","$500 to $999",8280.00651,0.27593,852,7964.92324,0.2303,0.359,"Bronx"
"195","Mott Haven","Less than $20,000",2019,201,5864.36808,0.38091,"25074","Under $500",9574.07579,0.31906,852,7964.92324,0.2303,0.359,"Bronx"
"196","Hunts Point","$20,000 to $74,999",2019,202,975.54847,0.13051,"25074","$1,000 to $1,499",4825.76642,0.28164,852,4548.07676,0.2303,0.359,"Bronx"
"197","Hunts Point","$20,000 to $74,999",2019,202,975.54847,0.13051,"25074","$1,500 to $1,999",1641.05863,0.09577,852,4548.07676,0.2303,0.359,"Bronx"
"198","Hunts Point","$20,000 to $74,999",2019,202,975.54847,0.13051,"25074","$2,000 or more",472.87204,0.0276,852,4548.07676,0.2303,0.359,"Bronx"
"199","Hunts Point","$20,000 to $74,999",2019,202,975.54847,0.13051,"25074","$500 to $999",4727.99349,0.27593,852,4548.07676,0.2303,0.359,"Bronx"
"200","Hunts Point","$20,000 to $74,999",2019,202,975.54847,0.13051,"25074","Under $500",5466.92421,0.31906,852,4548.07676,0.2303,0.359,"Bronx"
"201","Hunts Point","$75,000 or more",2019,202,223.89637,0.06429,"25074","$1,000 to $1,499",4825.76642,0.28164,852,4548.07676,0.2303,0.359,"Bronx"
"202","Hunts Point","$75,000 or more",2019,202,223.89637,0.06429,"25074","$1,500 to $1,999",1641.05863,0.09577,852,4548.07676,0.2303,0.359,"Bronx"
"203","Hunts Point","$75,000 or more",2019,202,223.89637,0.06429,"25074","$2,000 or more",472.87204,0.0276,852,4548.07676,0.2303,0.359,"Bronx"
"204","Hunts Point","$75,000 or more",2019,202,223.89637,0.06429,"25074","$500 to $999",4727.99349,0.27593,852,4548.07676,0.2303,0.359,"Bronx"
"205","Hunts Point","$75,000 or more",2019,202,223.89637,0.06429,"25074","Under $500",5466.92421,0.31906,852,4548.07676,0.2303,0.359,"Bronx"
"206","Hunts Point","Less than $20,000",2019,202,3348.63192,0.38091,"25074","$1,000 to $1,499",4825.76642,0.28164,852,4548.07676,0.2303,0.359,"Bronx"
"207","Hunts Point","Less than $20,000",2019,202,3348.63192,0.38091,"25074","$1,500 to $1,999",1641.05863,0.09577,852,4548.07676,0.2303,0.359,"Bronx"
"208","Hunts Point","Less than $20,000",2019,202,3348.63192,0.38091,"25074","$2,000 or more",472.87204,0.0276,852,4548.07676,0.2303,0.359,"Bronx"
"209","Hunts Point","Less than $20,000",2019,202,3348.63192,0.38091,"25074","$500 to $999",4727.99349,0.27593,852,4548.07676,0.2303,0.359,"Bronx"
"210","Hunts Point","Less than $20,000",2019,202,3348.63192,0.38091,"25074","Under $500",5466.92421,0.31906,852,4548.07676,0.2303,0.359,"Bronx"
"211","Morrisania","$20,000 to $74,999",2019,203,1901.21531,0.14333,"23605","$1,000 to $1,499",8570.63556,0.32748,982,6971.28589,0.2264,0.399,"Bronx"
"212","Morrisania","$20,000 to $74,999",2019,203,1901.21531,0.14333,"23605","$1,500 to $1,999",2491.24765,0.09519,982,6971.28589,0.2264,0.399,"Bronx"
"213","Morrisania","$20,000 to $74,999",2019,203,1901.21531,0.14333,"23605","$2,000 or more",503.43555,0.01924,982,6971.28589,0.2264,0.399,"Bronx"
"214","Morrisania","$20,000 to $74,999",2019,203,1901.21531,0.14333,"23605","$500 to $999",7625.40963,0.29137,982,6971.28589,0.2264,0.399,"Bronx"
"215","Morrisania","$20,000 to $74,999",2019,203,1901.21531,0.14333,"23605","Under $500",6980.58159,0.26673,982,6971.28589,0.2264,0.399,"Bronx"
"216","Morrisania","$75,000 or more",2019,203,483.86566,0.12326,"23605","$1,000 to $1,499",8570.63556,0.32748,982,6971.28589,0.2264,0.399,"Bronx"
"217","Morrisania","$75,000 or more",2019,203,483.86566,0.12326,"23605","$1,500 to $1,999",2491.24765,0.09519,982,6971.28589,0.2264,0.399,"Bronx"
"218","Morrisania","$75,000 or more",2019,203,483.86566,0.12326,"23605","$2,000 or more",503.43555,0.01924,982,6971.28589,0.2264,0.399,"Bronx"
"219","Morrisania","$75,000 or more",2019,203,483.86566,0.12326,"23605","$500 to $999",7625.40963,0.29137,982,6971.28589,0.2264,0.399,"Bronx"
"220","Morrisania","$75,000 or more",2019,203,483.86566,0.12326,"23605","Under $500",6980.58159,0.26673,982,6971.28589,0.2264,0.399,"Bronx"
"221","Morrisania","Less than $20,000",2019,203,4586.20492,0.33719,"23605","$1,000 to $1,499",8570.63556,0.32748,982,6971.28589,0.2264,0.399,"Bronx"
"222","Morrisania","Less than $20,000",2019,203,4586.20492,0.33719,"23605","$1,500 to $1,999",2491.24765,0.09519,982,6971.28589,0.2264,0.399,"Bronx"
"223","Morrisania","Less than $20,000",2019,203,4586.20492,0.33719,"23605","$2,000 or more",503.43555,0.01924,982,6971.28589,0.2264,0.399,"Bronx"
"224","Morrisania","Less than $20,000",2019,203,4586.20492,0.33719,"23605","$500 to $999",7625.40963,0.29137,982,6971.28589,0.2264,0.399,"Bronx"
"225","Morrisania","Less than $20,000",2019,203,4586.20492,0.33719,"23605","Under $500",6980.58159,0.26673,982,6971.28589,0.2264,0.399,"Bronx"
"226","Concourse/Highbridge","$20,000 to $74,999",2019,204,2979,0.11887,"32559","$1,000 to $1,499",19884,0.44147,1071,10922,0.21816,0.37,"Bronx"
"227","Concourse/Highbridge","$20,000 to $74,999",2019,204,2979,0.11887,"32559","$1,500 to $1,999",4875,0.10824,1071,10922,0.21816,0.37,"Bronx"
"228","Concourse/Highbridge","$20,000 to $74,999",2019,204,2979,0.11887,"32559","$2,000 or more",636,0.01412,1071,10922,0.21816,0.37,"Bronx"
"229","Concourse/Highbridge","$20,000 to $74,999",2019,204,2979,0.11887,"32559","$500 to $999",11960,0.26554,1071,10922,0.21816,0.37,"Bronx"
"230","Concourse/Highbridge","$20,000 to $74,999",2019,204,2979,0.11887,"32559","Under $500",7685,0.17063,1071,10922,0.21816,0.37,"Bronx"
"231","Concourse/Highbridge","$75,000 or more",2019,204,599,0.0705,"32559","$1,000 to $1,499",19884,0.44147,1071,10922,0.21816,0.37,"Bronx"
"232","Concourse/Highbridge","$75,000 or more",2019,204,599,0.0705,"32559","$1,500 to $1,999",4875,0.10824,1071,10922,0.21816,0.37,"Bronx"
"233","Concourse/Highbridge","$75,000 or more",2019,204,599,0.0705,"32559","$2,000 or more",636,0.01412,1071,10922,0.21816,0.37,"Bronx"
"234","Concourse/Highbridge","$75,000 or more",2019,204,599,0.0705,"32559","$500 to $999",11960,0.26554,1071,10922,0.21816,0.37,"Bronx"
"235","Concourse/Highbridge","$75,000 or more",2019,204,599,0.0705,"32559","Under $500",7685,0.17063,1071,10922,0.21816,0.37,"Bronx"
"236","Concourse/Highbridge","Less than $20,000",2019,204,7344,0.44488,"32559","$1,000 to $1,499",19884,0.44147,1071,10922,0.21816,0.37,"Bronx"
"237","Concourse/Highbridge","Less than $20,000",2019,204,7344,0.44488,"32559","$1,500 to $1,999",4875,0.10824,1071,10922,0.21816,0.37,"Bronx"
"238","Concourse/Highbridge","Less than $20,000",2019,204,7344,0.44488,"32559","$2,000 or more",636,0.01412,1071,10922,0.21816,0.37,"Bronx"
"239","Concourse/Highbridge","Less than $20,000",2019,204,7344,0.44488,"32559","$500 to $999",11960,0.26554,1071,10922,0.21816,0.37,"Bronx"
"240","Concourse/Highbridge","Less than $20,000",2019,204,7344,0.44488,"32559","Under $500",7685,0.17063,1071,10922,0.21816,0.37,"Bronx"
"241","University Heights","$20,000 to $74,999",2019,205,2707,0.1257,"32025","$1,000 to $1,499",18552,0.42928,1107,9044,0.19569,0.349,"Bronx"
"242","University Heights","$20,000 to $74,999",2019,205,2707,0.1257,"32025","$1,500 to $1,999",4860,0.11246,1107,9044,0.19569,0.349,"Bronx"
"243","University Heights","$20,000 to $74,999",2019,205,2707,0.1257,"32025","$2,000 or more",1060,0.02453,1107,9044,0.19569,0.349,"Bronx"
"244","University Heights","$20,000 to $74,999",2019,205,2707,0.1257,"32025","$500 to $999",11137,0.2577,1107,9044,0.19569,0.349,"Bronx"
"245","University Heights","$20,000 to $74,999",2019,205,2707,0.1257,"32025","Under $500",7608,0.17604,1107,9044,0.19569,0.349,"Bronx"
"246","University Heights","$75,000 or more",2019,205,806,0.09351,"32025","$1,000 to $1,499",18552,0.42928,1107,9044,0.19569,0.349,"Bronx"
"247","University Heights","$75,000 or more",2019,205,806,0.09351,"32025","$1,500 to $1,999",4860,0.11246,1107,9044,0.19569,0.349,"Bronx"
"248","University Heights","$75,000 or more",2019,205,806,0.09351,"32025","$2,000 or more",1060,0.02453,1107,9044,0.19569,0.349,"Bronx"
"249","University Heights","$75,000 or more",2019,205,806,0.09351,"32025","$500 to $999",11137,0.2577,1107,9044,0.19569,0.349,"Bronx"
"250","University Heights","$75,000 or more",2019,205,806,0.09351,"32025","Under $500",7608,0.17604,1107,9044,0.19569,0.349,"Bronx"
"251","University Heights","Less than $20,000",2019,205,5531,0.34433,"32025","$1,000 to $1,499",18552,0.42928,1107,9044,0.19569,0.349,"Bronx"
"252","University Heights","Less than $20,000",2019,205,5531,0.34433,"32025","$1,500 to $1,999",4860,0.11246,1107,9044,0.19569,0.349,"Bronx"
"253","University Heights","Less than $20,000",2019,205,5531,0.34433,"32025","$2,000 or more",1060,0.02453,1107,9044,0.19569,0.349,"Bronx"
"254","University Heights","Less than $20,000",2019,205,5531,0.34433,"32025","$500 to $999",11137,0.2577,1107,9044,0.19569,0.349,"Bronx"
"255","University Heights","Less than $20,000",2019,205,5531,0.34433,"32025","Under $500",7608,0.17604,1107,9044,0.19569,0.349,"Bronx"
"256","East Tremont","$20,000 to $74,999",2019,206,1984.78469,0.14333,"23605","$1,000 to $1,499",8947.36444,0.32748,982,7277.71411,0.2264,0.399,"Bronx"
"257","East Tremont","$20,000 to $74,999",2019,206,1984.78469,0.14333,"23605","$1,500 to $1,999",2600.75235,0.09519,982,7277.71411,0.2264,0.399,"Bronx"
"258","East Tremont","$20,000 to $74,999",2019,206,1984.78469,0.14333,"23605","$2,000 or more",525.56445,0.01924,982,7277.71411,0.2264,0.399,"Bronx"
"259","East Tremont","$20,000 to $74,999",2019,206,1984.78469,0.14333,"23605","$500 to $999",7960.59037,0.29137,982,7277.71411,0.2264,0.399,"Bronx"
"260","East Tremont","$20,000 to $74,999",2019,206,1984.78469,0.14333,"23605","Under $500",7287.41841,0.26673,982,7277.71411,0.2264,0.399,"Bronx"
"261","East Tremont","$75,000 or more",2019,206,505.13434,0.12326,"23605","$1,000 to $1,499",8947.36444,0.32748,982,7277.71411,0.2264,0.399,"Bronx"
"262","East Tremont","$75,000 or more",2019,206,505.13434,0.12326,"23605","$1,500 to $1,999",2600.75235,0.09519,982,7277.71411,0.2264,0.399,"Bronx"
"263","East Tremont","$75,000 or more",2019,206,505.13434,0.12326,"23605","$2,000 or more",525.56445,0.01924,982,7277.71411,0.2264,0.399,"Bronx"
"264","East Tremont","$75,000 or more",2019,206,505.13434,0.12326,"23605","$500 to $999",7960.59037,0.29137,982,7277.71411,0.2264,0.399,"Bronx"
"265","East Tremont","$75,000 or more",2019,206,505.13434,0.12326,"23605","Under $500",7287.41841,0.26673,982,7277.71411,0.2264,0.399,"Bronx"
"266","East Tremont","Less than $20,000",2019,206,4787.79508,0.33719,"23605","$1,000 to $1,499",8947.36444,0.32748,982,7277.71411,0.2264,0.399,"Bronx"
"267","East Tremont","Less than $20,000",2019,206,4787.79508,0.33719,"23605","$1,500 to $1,999",2600.75235,0.09519,982,7277.71411,0.2264,0.399,"Bronx"
"268","East Tremont","Less than $20,000",2019,206,4787.79508,0.33719,"23605","$2,000 or more",525.56445,0.01924,982,7277.71411,0.2264,0.399,"Bronx"
"269","East Tremont","Less than $20,000",2019,206,4787.79508,0.33719,"23605","$500 to $999",7960.59037,0.29137,982,7277.71411,0.2264,0.399,"Bronx"
"270","East Tremont","Less than $20,000",2019,206,4787.79508,0.33719,"23605","Under $500",7287.41841,0.26673,982,7277.71411,0.2264,0.399,"Bronx"
"271","Bedford Park","$20,000 to $74,999",2019,207,2573,0.10595,"41336","$1,000 to $1,499",20705,0.504,1196,6530,0.12936,0.37,"Bronx"
"272","Bedford Park","$20,000 to $74,999",2019,207,2573,0.10595,"41336","$1,500 to $1,999",5873,0.14296,1196,6530,0.12936,0.37,"Bronx"
"273","Bedford Park","$20,000 to $74,999",2019,207,2573,0.10595,"41336","$2,000 or more",953,0.0232,1196,6530,0.12936,0.37,"Bronx"
"274","Bedford Park","$20,000 to $74,999",2019,207,2573,0.10595,"41336","$500 to $999",8844,0.21528,1196,6530,0.12936,0.37,"Bronx"
"275","Bedford Park","$20,000 to $74,999",2019,207,2573,0.10595,"41336","Under $500",4706,0.11455,1196,6530,0.12936,0.37,"Bronx"
"276","Bedford Park","$75,000 or more",2019,207,48,0.00397,"41336","$1,000 to $1,499",20705,0.504,1196,6530,0.12936,0.37,"Bronx"
"277","Bedford Park","$75,000 or more",2019,207,48,0.00397,"41336","$1,500 to $1,999",5873,0.14296,1196,6530,0.12936,0.37,"Bronx"
"278","Bedford Park","$75,000 or more",2019,207,48,0.00397,"41336","$2,000 or more",953,0.0232,1196,6530,0.12936,0.37,"Bronx"
"279","Bedford Park","$75,000 or more",2019,207,48,0.00397,"41336","$500 to $999",8844,0.21528,1196,6530,0.12936,0.37,"Bronx"
"280","Bedford Park","$75,000 or more",2019,207,48,0.00397,"41336","Under $500",4706,0.11455,1196,6530,0.12936,0.37,"Bronx"
"281","Bedford Park","Less than $20,000",2019,207,3909,0.2771,"41336","$1,000 to $1,499",20705,0.504,1196,6530,0.12936,0.37,"Bronx"
"282","Bedford Park","Less than $20,000",2019,207,3909,0.2771,"41336","$1,500 to $1,999",5873,0.14296,1196,6530,0.12936,0.37,"Bronx"
"283","Bedford Park","Less than $20,000",2019,207,3909,0.2771,"41336","$2,000 or more",953,0.0232,1196,6530,0.12936,0.37,"Bronx"
"284","Bedford Park","Less than $20,000",2019,207,3909,0.2771,"41336","$500 to $999",8844,0.21528,1196,6530,0.12936,0.37,"Bronx"
"285","Bedford Park","Less than $20,000",2019,207,3909,0.2771,"41336","Under $500",4706,0.11455,1196,6530,0.12936,0.37,"Bronx"
"286","Riverdale","$20,000 to $74,999",2019,208,2973,0.16831,"61248","$1,000 to $1,499",12721,0.44496,1291,5815,0.13653,0.319,"Bronx"
"287","Riverdale","$20,000 to $74,999",2019,208,2973,0.16831,"61248","$1,500 to $1,999",6365,0.22264,1291,5815,0.13653,0.319,"Bronx"
"288","Riverdale","$20,000 to $74,999",2019,208,2973,0.16831,"61248","$2,000 or more",3044,0.10647,1291,5815,0.13653,0.319,"Bronx"
"289","Riverdale","$20,000 to $74,999",2019,208,2973,0.16831,"61248","$500 to $999",4164,0.14565,1291,5815,0.13653,0.319,"Bronx"
"290","Riverdale","$20,000 to $74,999",2019,208,2973,0.16831,"61248","Under $500",2295,0.08028,1291,5815,0.13653,0.319,"Bronx"
"291","Riverdale","$75,000 or more",2019,208,541,0.03079,"61248","$1,000 to $1,499",12721,0.44496,1291,5815,0.13653,0.319,"Bronx"
"292","Riverdale","$75,000 or more",2019,208,541,0.03079,"61248","$1,500 to $1,999",6365,0.22264,1291,5815,0.13653,0.319,"Bronx"
"293","Riverdale","$75,000 or more",2019,208,541,0.03079,"61248","$2,000 or more",3044,0.10647,1291,5815,0.13653,0.319,"Bronx"
"294","Riverdale","$75,000 or more",2019,208,541,0.03079,"61248","$500 to $999",4164,0.14565,1291,5815,0.13653,0.319,"Bronx"
"295","Riverdale","$75,000 or more",2019,208,541,0.03079,"61248","Under $500",2295,0.08028,1291,5815,0.13653,0.319,"Bronx"
"296","Riverdale","Less than $20,000",2019,208,2301,0.31281,"61248","$1,000 to $1,499",12721,0.44496,1291,5815,0.13653,0.319,"Bronx"
"297","Riverdale","Less than $20,000",2019,208,2301,0.31281,"61248","$1,500 to $1,999",6365,0.22264,1291,5815,0.13653,0.319,"Bronx"
"298","Riverdale","Less than $20,000",2019,208,2301,0.31281,"61248","$2,000 or more",3044,0.10647,1291,5815,0.13653,0.319,"Bronx"
"299","Riverdale","Less than $20,000",2019,208,2301,0.31281,"61248","$500 to $999",4164,0.14565,1291,5815,0.13653,0.319,"Bronx"
"300","Riverdale","Less than $20,000",2019,208,2301,0.31281,"61248","Under $500",2295,0.08028,1291,5815,0.13653,0.319,"Bronx"
"301","Unionport/Soundview","$20,000 to $74,999",2019,209,4541,0.1547,"43975","$1,000 to $1,499",21561,0.42855,1126,12289,0.18773,0.339,"Bronx"
"302","Unionport/Soundview","$20,000 to $74,999",2019,209,4541,0.1547,"43975","$1,500 to $1,999",8032,0.15965,1126,12289,0.18773,0.339,"Bronx"
"303","Unionport/Soundview","$20,000 to $74,999",2019,209,4541,0.1547,"43975","$2,000 or more",1442,0.02866,1126,12289,0.18773,0.339,"Bronx"
"304","Unionport/Soundview","$20,000 to $74,999",2019,209,4541,0.1547,"43975","$500 to $999",11256,0.22373,1126,12289,0.18773,0.339,"Bronx"
"305","Unionport/Soundview","$20,000 to $74,999",2019,209,4541,0.1547,"43975","Under $500",8020,0.15941,1126,12289,0.18773,0.339,"Bronx"
"306","Unionport/Soundview","$75,000 or more",2019,209,633,0.03493,"43975","$1,000 to $1,499",21561,0.42855,1126,12289,0.18773,0.339,"Bronx"
"307","Unionport/Soundview","$75,000 or more",2019,209,633,0.03493,"43975","$1,500 to $1,999",8032,0.15965,1126,12289,0.18773,0.339,"Bronx"
"308","Unionport/Soundview","$75,000 or more",2019,209,633,0.03493,"43975","$2,000 or more",1442,0.02866,1126,12289,0.18773,0.339,"Bronx"
"309","Unionport/Soundview","$75,000 or more",2019,209,633,0.03493,"43975","$500 to $999",11256,0.22373,1126,12289,0.18773,0.339,"Bronx"
"310","Unionport/Soundview","$75,000 or more",2019,209,633,0.03493,"43975","Under $500",8020,0.15941,1126,12289,0.18773,0.339,"Bronx"
"311","Unionport/Soundview","Less than $20,000",2019,209,7115,0.39561,"43975","$1,000 to $1,499",21561,0.42855,1126,12289,0.18773,0.339,"Bronx"
"312","Unionport/Soundview","Less than $20,000",2019,209,7115,0.39561,"43975","$1,500 to $1,999",8032,0.15965,1126,12289,0.18773,0.339,"Bronx"
"313","Unionport/Soundview","Less than $20,000",2019,209,7115,0.39561,"43975","$2,000 or more",1442,0.02866,1126,12289,0.18773,0.339,"Bronx"
"314","Unionport/Soundview","Less than $20,000",2019,209,7115,0.39561,"43975","$500 to $999",11256,0.22373,1126,12289,0.18773,0.339,"Bronx"
"315","Unionport/Soundview","Less than $20,000",2019,209,7115,0.39561,"43975","Under $500",8020,0.15941,1126,12289,0.18773,0.339,"Bronx"
"316","Throgs Neck","$20,000 to $74,999",2019,210,4416,0.22037,"61029","$1,000 to $1,499",9781,0.39389,1155,9404,0.20137,0.316,"Bronx"
"317","Throgs Neck","$20,000 to $74,999",2019,210,4416,0.22037,"61029","$1,500 to $1,999",4561,0.18367,1155,9404,0.20137,0.316,"Bronx"
"318","Throgs Neck","$20,000 to $74,999",2019,210,4416,0.22037,"61029","$2,000 or more",1318,0.05308,1155,9404,0.20137,0.316,"Bronx"
"319","Throgs Neck","$20,000 to $74,999",2019,210,4416,0.22037,"61029","$500 to $999",6336,0.25515,1155,9404,0.20137,0.316,"Bronx"
"320","Throgs Neck","$20,000 to $74,999",2019,210,4416,0.22037,"61029","Under $500",2836,0.11421,1155,9404,0.20137,0.316,"Bronx"
"321","Throgs Neck","$75,000 or more",2019,210,1221,0.06574,"61029","$1,000 to $1,499",9781,0.39389,1155,9404,0.20137,0.316,"Bronx"
"322","Throgs Neck","$75,000 or more",2019,210,1221,0.06574,"61029","$1,500 to $1,999",4561,0.18367,1155,9404,0.20137,0.316,"Bronx"
"323","Throgs Neck","$75,000 or more",2019,210,1221,0.06574,"61029","$2,000 or more",1318,0.05308,1155,9404,0.20137,0.316,"Bronx"
"324","Throgs Neck","$75,000 or more",2019,210,1221,0.06574,"61029","$500 to $999",6336,0.25515,1155,9404,0.20137,0.316,"Bronx"
"325","Throgs Neck","$75,000 or more",2019,210,1221,0.06574,"61029","Under $500",2836,0.11421,1155,9404,0.20137,0.316,"Bronx"
"326","Throgs Neck","Less than $20,000",2019,210,3767,0.46564,"61029","$1,000 to $1,499",9781,0.39389,1155,9404,0.20137,0.316,"Bronx"
"327","Throgs Neck","Less than $20,000",2019,210,3767,0.46564,"61029","$1,500 to $1,999",4561,0.18367,1155,9404,0.20137,0.316,"Bronx"
"328","Throgs Neck","Less than $20,000",2019,210,3767,0.46564,"61029","$2,000 or more",1318,0.05308,1155,9404,0.20137,0.316,"Bronx"
"329","Throgs Neck","Less than $20,000",2019,210,3767,0.46564,"61029","$500 to $999",6336,0.25515,1155,9404,0.20137,0.316,"Bronx"
"330","Throgs Neck","Less than $20,000",2019,210,3767,0.46564,"61029","Under $500",2836,0.11421,1155,9404,0.20137,0.316,"Bronx"
"331","Pelham Parkway","$20,000 to $74,999",2019,211,1964,0.10046,"58204","$1,000 to $1,499",14419,0.47713,1287,5257,0.11742,0.325,"Bronx"
"332","Pelham Parkway","$20,000 to $74,999",2019,211,1964,0.10046,"58204","$1,500 to $1,999",6428,0.21271,1287,5257,0.11742,0.325,"Bronx"
"333","Pelham Parkway","$20,000 to $74,999",2019,211,1964,0.10046,"58204","$2,000 or more",1077,0.03564,1287,5257,0.11742,0.325,"Bronx"
"334","Pelham Parkway","$20,000 to $74,999",2019,211,1964,0.10046,"58204","$500 to $999",5237,0.1733,1287,5257,0.11742,0.325,"Bronx"
"335","Pelham Parkway","$20,000 to $74,999",2019,211,1964,0.10046,"58204","Under $500",3059,0.10122,1287,5257,0.11742,0.325,"Bronx"
"336","Pelham Parkway","$75,000 or more",2019,211,644,0.03812,"58204","$1,000 to $1,499",14419,0.47713,1287,5257,0.11742,0.325,"Bronx"
"337","Pelham Parkway","$75,000 or more",2019,211,644,0.03812,"58204","$1,500 to $1,999",6428,0.21271,1287,5257,0.11742,0.325,"Bronx"
"338","Pelham Parkway","$75,000 or more",2019,211,644,0.03812,"58204","$2,000 or more",1077,0.03564,1287,5257,0.11742,0.325,"Bronx"
"339","Pelham Parkway","$75,000 or more",2019,211,644,0.03812,"58204","$500 to $999",5237,0.1733,1287,5257,0.11742,0.325,"Bronx"
"340","Pelham Parkway","$75,000 or more",2019,211,644,0.03812,"58204","Under $500",3059,0.10122,1287,5257,0.11742,0.325,"Bronx"
"341","Pelham Parkway","Less than $20,000",2019,211,2649,0.31816,"58204","$1,000 to $1,499",14419,0.47713,1287,5257,0.11742,0.325,"Bronx"
"342","Pelham Parkway","Less than $20,000",2019,211,2649,0.31816,"58204","$1,500 to $1,999",6428,0.21271,1287,5257,0.11742,0.325,"Bronx"
"343","Pelham Parkway","Less than $20,000",2019,211,2649,0.31816,"58204","$2,000 or more",1077,0.03564,1287,5257,0.11742,0.325,"Bronx"
"344","Pelham Parkway","Less than $20,000",2019,211,2649,0.31816,"58204","$500 to $999",5237,0.1733,1287,5257,0.11742,0.325,"Bronx"
"345","Pelham Parkway","Less than $20,000",2019,211,2649,0.31816,"58204","Under $500",3059,0.10122,1287,5257,0.11742,0.325,"Bronx"
"346","Williamsbridge","$20,000 to $74,999",2019,212,4628,0.21784,"60228","$1,000 to $1,499",12958,0.42735,1228,9639,0.1915,0.347,"Bronx"
"347","Williamsbridge","$20,000 to $74,999",2019,212,4628,0.21784,"60228","$1,500 to $1,999",7312,0.24115,1228,9639,0.1915,0.347,"Bronx"
"348","Williamsbridge","$20,000 to $74,999",2019,212,4628,0.21784,"60228","$2,000 or more",1177,0.03882,1228,9639,0.1915,0.347,"Bronx"
